SKU,Nombre_Producto ,categoria,PRECIO COMPRA,precio_venta,Margen($),Fecha Actualización,proveedor
AL-1541,"Bobina Bronce 29cm",Titanio,86,113.33,27.33,2024-04-17,"Metalúrgica Central"
AL-1542,"Plancha Acero Inoxidable 47mm",Hierro,225,319.72,94.72,16/12/2024,"MetalCorp Internacional"
AC-1543,"Plancha Níquel#304 28cm",Aluminio,917,1199.42,282.42,03-07-24,"SiderúrgicaUY"
MT-1544,"Bobina Acero Inoxidable 20mm",Cobre,884,1094.39,210.39,15-12-24,"Fundición Oriental"
CU-1545,"Alambre Plomo 43cm",Titanio,760,1111.51,351.51,2024-01-11,"SiderúrgicaUY"
CU-1546,"Alambre Hierro™ 40cm",Níquel,59,81.01,22.01,26/05/2024,"Industrias del Plata"
MT-1547,"Bobina Plomo 29cm",,734,979.59,245.59,02/08/2024,"Metalúrgica Central"
AL-1548,"Caño Cobre 8mm",Zinc,949,1291.53,342.53,2024-07-01,"Metalúrgica Central"
BR-1549,"Barra Titanio™ 49mm",Cobre,547,702.74,155.74,01/04/2024,"Industrias del Plata"
BR-1550,"Perfil Bronce 33cm",Cobre,505,657.78,152.78,2024-10-28,"MetalCorp Internacional"
MT-1551,"Plancha Níquel 40mm",Cobre,259,301.22,42.22,03/07/2024,"SiderúrgicaUY"
MT-1552,"Alambre Plomo 6mm",Hierro,,601.08,61.08,2024-10-16,"Industrias del Plata"
BR-1553,"Flejes Níquel 24cm",Níquel,532,710,178,27-03-24,"Aleaciones del Sur"
BR-1554,"Varilla Bronce 31mm",Cobre,225,329.51,104.51,28/02/2024,"SiderúrgicaUY"
AL-1555,"Tubo Bronce 24cm",Plomo,890,1132.89$,242.89,05/06/2024,"MetalCorp Internacional"
BR-1556,"Tubo Hierro 20cm",Aluminio,775,1041.04,266.04,2024-12-21,"Industrias del Plata"
CU-1557,"Alambre Magnesio® 47mm",Hierro,885,1190.74,305.74,02/03/2024,"MetalCorp Internacional"
CU-1558,"Plancha Hierro#304 30cm",Bronce,396,482.61,86.61,2024-07-10,"SiderúrgicaUY"
BR-1559,"Flejes Titanio#304 35cm",Plomo,798,1072.39,274.39,25/10/2024,"Industrias del Plata"
AL-1560,"Caño Hierro™ 18mm",Hierro,794,1156.1,362.1,2024-02-11,"Aceros del Río"
AL-1561,"Tubo Níquel(6061) 20cm",Bronce,973,1358.97,385.97,2024-03-07,"Aceros del Río"
AC-1562,"Bobina Magnesio 45cm",Cobre,735,864.51,129.51,10-01-24,"SiderúrgicaUY"
AL-1563,"Plancha Magnesio 13cm",Acero Inoxidable,352,414.59,62.59,18/12/2024,"MetalCorp Internacional"
AL-1564,"Varilla Níquel&Zinc 21cm",Cobre,977,1096.45,119.45,2024-03-26,"Aceros del Río"
AC-1565,"  Bobina Cobre 43mm  ",Zinc,826,991.07,165.07,2024-08-25,"Aceros del Río"
AC-1566,"Perfil Bronce 20mm",Plomo,449,527.23,78.23,12/02/2024,"MetalSur S.A."
CU-1567,"Varilla Zinc 42cm",Cobre,268,355,87,14/06/2024,"Aceros del Río"
MT-1568,"Alambre Magnesio 3mm",Hierro,996,1428.83,432.83,2024-02-08,"Industrias del Plata"
MT-1569,"Perfil Magnesio 42mm",Níquel,794,996.65,202.65,2024-04-07,"Aceros del Río"
AL-1570,"Varilla Plomo 19cm",Magnesio,946,1285.36,339.36,07/06/2024,"MetalCorp Internacional"
AL-1571,"  Chapa Hierro 28cm  ",Magnesio,854,1034.63,180.63,2024-01-20,"Metalúrgica Central"
AL-1572,"Alambre Hierro#304 32cm",Titanio,210,313.37,103.37,10-11-24,"Industrias del Plata"
CU-1573,"Flejes Hierro 19cm",Titanio,,703.09,147.09,23/08/2024,"Fundición Oriental"
AC-1574,"Barra Bronce 22cm",Zinc,640,771.48,131.48,2024-10-16,"Fundición Oriental"
CU-1575,"Perfil Plomo#304 44cm",Níquel,51,61.05,10.05,06/07/2024,"Metalúrgica Central"
AC-1576,"Alambre Hierro 10cm",Cobre,241,326.77,85.77,10/04/2024,"Fundición Oriental"
BR-1577,"Plancha Acero Inoxidable(6061) 5mm",,50,58.14,8.14,05/01/2024,"SiderúrgicaUY"
AL-1578,"  Alambre Acero Inoxidable 33cm  ",Cobre,776,974.05,198.05,08/09/2024,"Aleaciones del Sur"
MT-1579,"Chapa Bronce 12mm",,268,336.51,68.51,09/16/2024,"Industrias del Plata"
BR-1580,"  Barra Níquel 7cm  ",Bronce,414,593.08,179.08,12-04-24,"Fundición Oriental"
AC-1581,"Caño Plomo 3cm",Níquel,1017,1493.58,476.58,06/19/2024,"Aleaciones del Sur"
AC-1582,"Barra Zinc 8mm",Cobre,966,1425.31,459.31,03/18/2024,"Industrias del Plata"
BR-1583,"Caño Plomo 15mm",Acero Inoxidable,297,439.85$,142.85,02/14/2024,"SiderúrgicaUY"
CU-1584,"  Bobina Cobre 15mm  ",Bronce,630,824.49,194.49,11/12/2024,"MetalSur S.A."
AL-1585,"Perfil Cobre 32mm",Hierro,602,840.71$,238.71,05-01-24,"MetalSur S.A."
BR-1586,"Caño Zinc 23mm",Níquel,,925.81,241.81,11-10-24,"Aceros del Río"
CU-1587,"  Barra Níquel 37cm  ",Hierro,1042,1273.43,231.43%,18-06-24,"Aleaciones del Sur"
MT-1588,"Caño Aluminio 32cm",Acero Inoxidable,465,612.56,147.56,21-08-24,"Aleaciones del Sur"
AL-1589,"Plancha Cobre 39cm",,552,652.15,100.15,09/15/2024,"MetalCorp Internacional"
MT-1590,"Chapa Zinc 27cm",Acero Inoxidable,830,1087.8,257.8%,13/06/2024,"Aleaciones del Sur"
MT-1591,"  Bobina Níquel 37cm  ",Hierro,928,1292.58,364.58,2024-07-24,"Aleaciones del Sur"
AC-1592,"Bobina Magnesio 25cm",Magnesio,245,364.12,119.12,22/07/2024,"SiderúrgicaUY"
MT-1593,"Barra Cobre 12mm",Zinc,884,1174.26,290.26,2024-04-24,"SiderúrgicaUY"
CU-1594,"Barra Zinc 34cm",Hierro,140,156.64,16.64,12/15/2024,"MetalCorp Internacional"
CU-1595,"  Tubo Acero Inoxidable 50cm  ",Titanio,602,711.4,109.4,2024-01-18,"Aceros del Río"
BR-1596,"Caño Hierro(6061) 30cm",Aluminio,456,646.25,190.25,10-01-24,"Aceros del Río"
MT-1597,"Tubo Níquel™ 16cm",Plomo,435,497.93$,62.93,2024-07-12,"SiderúrgicaUY"
CU-1598,"  Flejes Plomo 16mm  ",Plomo,759,1008.6,249.6,06/05/2024,"MetalCorp Internacional"
AL-1599,"Bobina Zinc 47cm",Cobre,998,1218.05,220.05,2024-09-17,"MetalCorp Internacional"
BR-1600,"Flejes Cobre™ 22mm",Aluminio,95,120.26,25.26,11-08-24,"MetalSur S.A."
MT-1601,"Plancha Acero Inoxidable 14cm",Zinc,928,1027.09,99.09,04/20/2024,"MetalSur S.A."
AC-1602,"Tubo Aluminio 17mm",Aluminio,730,1088.07,358.07,2024-04-11,"Aceros del Río"
MT-1603,"Caño Aluminio 45cm",Titanio,531,776.5,245.5,2024-08-03,"Aceros del Río"
MT-1604,"Plancha Hierro 2mm",Acero Inoxidable,757,873.88,116.88,12/05/2024,"Metalúrgica Central"
CU-1605,"Bobina Bronce 10cm",Titanio,1035,1526.74,491.74,08/03/2024,"Fundición Oriental"
BR-1606,"Perfil Titanio 39cm",Bronce,559,691.82,132.82,2024-12-02,"MetalSur S.A."
AL-1607,"Barra Hierro 39cm",Hierro,449,590.42,141.42,04/03/2024,"Industrias del Plata"
AL-1608,"Flejes Cobre 28cm",Bronce,767,1136.38,369.38,11/12/2024,"MetalCorp Internacional"
AC-1609,"Chapa Hierro 46cm",Bronce,813,1033.21,220.21,2024-06-01,"MetalSur S.A."
BR-1610,"Varilla Zinc 36mm",Plomo,427,603,176,23-11-24,"MetalCorp Internacional"
BR-1611,"Chapa Plomo 34cm",Aluminio,386,435.84,49.84,13-05-24,"Aceros del Río"
BR-1612,"Alambre Magnesio 43mm",Plomo,640,906.94,266.94,2024-12-10,"Aleaciones del Sur"
AC-1613,"Varilla Níquel 16mm",Cobre,366,403.1,37.1,27/01/2024,"Fundición Oriental"
AL-1614,"Bobina Acero Inoxidable 43cm",Níquel,168,233.37,65.37,2024-02-03,"Metalúrgica Central"
BR-1615,"Perfil Zinc(6061) 29cm",Acero Inoxidable,765,1096.12,331.12%,07/04/2024,"MetalCorp Internacional"
AL-1616,"Chapa Plomo 23mm",Hierro,74,90.42,16.42,14/07/2024,"Metalúrgica Central"
CU-1617,"  Chapa Níquel 37mm  ",Aluminio,,427.99,61.99,18-10-24,"Metalúrgica Central"
AC-1618,"Chapa Cobre 17cm",Acero Inoxidable,725,933.38,208.38,26-12-24,"SiderúrgicaUY"
AC-1619,"Alambre Bronce 1mm",Níquel,583,662.04,79.04,2024-09-03,"Industrias del Plata"
AL-1620,"Barra Hierro 5mm",Plomo,619,849.13,230.13,24-10-24,"Aceros del Río"
BR-1621,"Tubo Hierro 44mm",Acero Inoxidable,151,224.82,73.82,2024-11-09,"SiderúrgicaUY"
BR-1622,"Tubo Aluminio(6061) 14cm",Acero Inoxidable,1001,1395.41,394.41,27/11/2024,"SiderúrgicaUY"
MT-1623,"Alambre Cobre 44mm",Aluminio,527,776.64,249.64,07/05/2024,"Fundición Oriental"
AL-1624,"Alambre Magnesio 22cm",Hierro,62,76.35,14.35,11-09-24,"MetalSur S.A."
AL-1625,"Tubo Magnesio 48mm",Acero Inoxidable,961,1370.86,409.86,2024-12-06,"Fundición Oriental"
AC-1626,"Barra Bronce 46mm",Zinc,705,912.91,207.91,15-05-24,"Aceros del Río"
BR-1627,"Barra Aluminio 15cm",Acero Inoxidable,111,135.05,24.05,05/09/2024,"Aleaciones del Sur"
AL-1628,"Flejes Cobre&Zinc 14cm",Magnesio,802,976.96,174.96,05/26/2024,"Industrias del Plata"
MT-1629,"Varilla Zinc 9mm",,857,1195.62,338.62,23/05/2024,"MetalSur S.A."
AL-1630,"Flejes Zinc 39mm",Hierro,258,365.92,107.92,09-09-24,"Fundición Oriental"
CU-1631,"Caño Níquel#304 7cm",Aluminio,525,654.02,129.02,2024-04-08,"Aceros del Río"
AC-1632,"Flejes Níquel 36mm",Plomo,303,403.58,100.58,20/10/2024,"Industrias del Plata"
AL-1633,"Bobina Zinc® 8mm",Aluminio,,804.61,104.61,05/18/2024,"Aceros del Río"
AC-1634,"Alambre Níquel 34cm",Magnesio,,1078.11,320.11,08-07-24,"Metalúrgica Central"
AL-1635,"Plancha Cobre 50mm",Bronce,154,207.53,53.53,2024-02-08,"MetalSur S.A."
AL-1636,"Flejes Aluminio 1mm",,462,670.15$,208.15,28-11-24,"SiderúrgicaUY"
AC-1637,"Perfil Acero Inoxidable 18mm",Plomo,277,391.02,114.02,22-12-24,"Industrias del Plata"
MT-1638,"Chapa Titanio 8cm",Acero Inoxidable,,1159.66,149.66,2024-06-01,"SiderúrgicaUY"
AC-1639,"  Caño Hierro 20cm  ",Bronce,864,1077.56,213.56,25/10/2024,"MetalSur S.A."
BR-1640,"Alambre Zinc 23cm",Plomo,506,635.89,129.89,21-11-24,"MetalSur S.A."
AC-1641,"Plancha Acero Inoxidable 1cm",Hierro,912,1103.94,191.94,2024-09-02,"Metalúrgica Central"
AL-1642,"Caño Aluminio#304 18cm",Titanio,646,757.57,111.57,21/06/2024,"Metalúrgica Central"
BR-1643,"Chapa Magnesio 35mm",Cobre,434,541.07,107.07,22-08-24,"SiderúrgicaUY"
AL-1644,"Chapa Titanio 24cm",Hierro,71,98.2,27.2,03/09/2024,"Aceros del Río"
AL-1645,"Caño Aluminio(6061) 14cm",Plomo,900,1027.9,127.9,2024-05-20,"MetalCorp Internacional"
AC-1646,"Perfil Titanio 5cm",Bronce,920,1350.84,430.84,2024-06-27,"Industrias del Plata"
BR-1647,"Plancha Zinc 31mm",Acero Inoxidable,438,633.6,195.6,12/11/2024,"Aleaciones del Sur"
BR-1648,"Bobina Magnesio(6061) 22cm",Bronce,540,646.43,106.43,13-01-24,"Fundición Oriental"
AC-1649,"Varilla Titanio 19cm",Hierro,868,1278.84,410.84,19/07/2024,"Aceros del Río"
MT-1650,"Varilla Aluminio® 34mm",,,1121.59,323.59,02/20/2024,"Aceros del Río"
AC-1651,"Caño Aluminio 25cm",Cobre,100,135.51$,35.51,25-04-24,"Industrias del Plata"
AL-1652,"Caño Aluminio 15cm",Aluminio,567,673.14,106.14,20-05-24,"Aleaciones del Sur"
MT-1653,"Bobina Níquel 46mm",Cobre,378,514.77,136.77,2024-05-14,"MetalCorp Internacional"
MT-1654,"Bobina Titanio 41mm",Bronce,91,118.11,27.11,2024-11-18,"Industrias del Plata"
AC-1655,"Caño Magnesio 41cm",Zinc,806,1146.29,340.29,2024-11-26,"Metalúrgica Central"
BR-1656,"  Bobina Cobre 22mm  ",Acero Inoxidable,534,645.84,111.84,20-05-24,"Metalúrgica Central"
AL-1657,"Perfil Acero Inoxidable 31cm",Níquel,920,1105.87,185.87,26/08/2024,"MetalSur S.A."
BR-1658,"Chapa Magnesio 22cm",,101,112.47,11.47,10-02-24,"MetalCorp Internacional"
BR-1659,"Barra Bronce 9mm",Magnesio,450,660.99,210.99%,2024-08-11,"MetalCorp Internacional"
MT-1660,"Alambre Titanio 49cm",Bronce,396,467.23,71.23,2024-11-18,"MetalCorp Internacional"
MT-1661,"Varilla Acero Inoxidable 37cm",Acero Inoxidable,875,1132.52,257.52,10/22/2024,"Industrias del Plata"
BR-1662,"Barra Plomo 5cm",Cobre,904,1324.46,420.46,07/09/2024,"Aleaciones del Sur"
CU-1663,"Caño Hierro 35mm",Titanio,656,760.64,104.64,2024-08-09,"Aceros del Río"
MT-1664,"Plancha Aluminio® 17cm",Titanio,549,606,57,01/18/2024,"Aceros del Río"
MT-1665,"Bobina Acero Inoxidable 42cm",Acero Inoxidable,,823.42,239.42,2024-03-19,"Aceros del Río"
AC-1666,"Chapa Níquel 18cm",Níquel,715,883.18$,168.18,18/10/2024,"Fundición Oriental"
AC-1667,"  Barra Magnesio 44mm  ",Magnesio,719,925.04,206.04,18-01-24,"Aceros del Río"
BR-1668,"Perfil Bronce 2cm",Bronce,1015,1269.91,254.91,2024-10-26,"Fundición Oriental"
CU-1669,"Caño Bronce™ 24cm",Aluminio,1048,1211.36,163.36,02-06-24,"Aceros del Río"
MT-1670,"Tubo Magnesio 28cm",Hierro,737,836.01,99.01%,07/04/2024,"Aceros del Río"
BR-1671,"Alambre Titanio™ 44cm",Titanio,496,717.33,221.33,15-10-24,"Aceros del Río"
BR-1672,"Tubo Níquel 13cm",Aluminio,374,497.63,123.63%,06-09-24,"SiderúrgicaUY"
AL-1673,"Chapa Magnesio(6061) 24mm",Aluminio,146,202.55$,56.55,09/09/2024,"MetalCorp Internacional"
CU-1674,"Flejes Hierro 18cm",,261,362.39,101.39,2024-06-23,"SiderúrgicaUY"
AC-1675,"Tubo Cobre 49cm",Bronce,808,921.08,113.08,04/24/2024,"SiderúrgicaUY"
AL-1676,"Plancha Aluminio 37cm",Bronce,609,835.09,226.09,08/02/2024,"SiderúrgicaUY"
BR-1677,"Perfil Plomo 4mm",Plomo,679,941.94,262.94,2024-01-12,"SiderúrgicaUY"
MT-1678,"Barra Cobre 23cm",Bronce,700,1012.3,312.3,2024-08-15,"Metalúrgica Central"
MT-1679,"Chapa Aluminio 13mm",Hierro,686,825.58,139.58,28-02-24,"SiderúrgicaUY"
AC-1680,"Caño Cobre 23mm",Cobre,719,840.77,121.77,07-01-24,"Aleaciones del Sur"
CU-1681,"Alambre Zinc(6061) 15mm",Níquel,948,1339.41,391.41,19/11/2024,"SiderúrgicaUY"
AC-1682,"Tubo Acero Inoxidable 17cm",Zinc,200,247.72,47.72,18/11/2024,"SiderúrgicaUY"
CU-1683,"Varilla Acero Inoxidable 16cm",Aluminio,543,727.62,184.62%,09/13/2024,"Aceros del Río"
BR-1684,"Barra Cobre&Zinc 35mm",Cobre,550,662.31,112.31,01/08/2024,"Aceros del Río"
MT-1685,"Bobina Magnesio 35mm",Níquel,738,905.63$,167.63,2024-01-21,"SiderúrgicaUY"
CU-1686,"Flejes Cobre 17cm",Bronce,685,974.73,289.73,2024-09-27,"Metalúrgica Central"
BR-1687,"Chapa Acero Inoxidable(6061) 25cm",Titanio,881,1135.03,254.03,01-02-24,"MetalCorp Internacional"
BR-1688,"Caño Hierro#304 46mm",Aluminio,695,844.19,149.19,2024-02-01,"SiderúrgicaUY"
MT-1689,"Alambre Magnesio 24mm",Bronce,345,416.23,71.23,23-07-24,"Industrias del Plata"
AC-1690,"Plancha Bronce 45cm",Níquel,,519.05,61.05,12/05/2024,"Aceros del Río"
AC-1691,"Perfil Titanio 38mm",Hierro,561,776.89,215.89,05/02/2024,"Industrias del Plata"
BR-1692,"Tubo Magnesio 21mm",Níquel,164,234.15,70.15,16-05-24,"Industrias del Plata"
AL-1693,"Flejes Bronce 10mm",Níquel,754,971.94,217.94,24-12-24,"Fundición Oriental"
CU-1694,"Caño Níquel 38cm",Cobre,436,562.48,126.48,23-07-24,"Aceros del Río"
AL-1695,"Bobina Zinc 27cm",Hierro,855,1134.53,279.53,2024-04-27,"Metalúrgica Central"
MT-1696,"Perfil Acero Inoxidable 36mm",Aluminio,976,1347.64,371.64,17-06-24,"Metalúrgica Central"
BR-1697,"Plancha Titanio 6cm",Acero Inoxidable,990,1322.95,332.95%,2024-07-13,"Fundición Oriental"
MT-1698,"Plancha Magnesio 15cm",Bronce,620,831.96,211.96,27-02-24,"Metalúrgica Central"
AL-1699,"Perfil Zinc 46mm",Aluminio,445,656.86,211.86,18/06/2024,"Metalúrgica Central"
CU-1700,"Varilla Magnesio 19cm",Bronce,998,1220.46,222.46,18-08-24,"Metalúrgica Central"
BR-1701,"Alambre Níquel 9cm",Cobre,110,147.5,37.5,2024-05-16,"Fundición Oriental"
AL-1702,"  Chapa Plomo 16cm  ",Bronce,197,248.35,51.35,23/11/2024,"MetalSur S.A."
CU-1703,"Chapa Cobre 29cm",Plomo,387,549.56$,162.56,10/06/2024,"Aceros del Río"
AL-1704,"Tubo Magnesio&Zinc 44mm",Magnesio,621,759.96,138.96%,17/10/2024,"SiderúrgicaUY"
MT-1705,"Varilla Zinc 19mm",Titanio,54,64.15,10.15,10/01/2024,"Aleaciones del Sur"
AC-1706,"Alambre Cobre 7cm",Zinc,1023,1192.68,169.68,08/27/2024,"MetalSur S.A."
BR-1707,"Caño Bronce 7cm",Zinc,615,879.64,264.64,2024-10-20,"Aceros del Río"
AL-1708,"Perfil Zinc 7mm",Plomo,902,1096.06,194.06,10/04/2024,"SiderúrgicaUY"
AC-1709,"Bobina Hierro 48mm",Magnesio,177,239.84,62.84,2024-11-28,"SiderúrgicaUY"
BR-1710,"Alambre Plomo 12mm",Zinc,775,900.9,125.9,2024-04-13,"Aleaciones del Sur"
CU-1711,"Alambre Hierro 21cm",Cobre,837,1253.72$,416.72,01/15/2024,"Aceros del Río"
CU-1712,"Caño Cobre 5mm",Cobre,268,374.34,106.34,04/02/2024,"Aleaciones del Sur"
AC-1713,"Chapa Zinc 13cm",Bronce,346,452.06,106.06,2024-10-03,"MetalCorp Internacional"
AL-1714,"Barra Hierro 41mm",Hierro,649,967.62,318.62,07/20/2024,"Aleaciones del Sur"
AC-1715,"Barra Magnesio 21mm",Titanio,881,1272,391,08/10/2024,"MetalCorp Internacional"
CU-1716,"Caño Zinc 34cm",,245,291.33,46.33,21/08/2024,"Aceros del Río"
AC-1717,"Caño Hierro 5cm",Cobre,962,1229.85,267.85,10/24/2024,"MetalSur S.A."
AC-1718,"  Chapa Zinc 41mm  ",Hierro,522,596.34,74.34,11/01/2024,"Aceros del Río"
MT-1719,"Alambre Níquel 50mm",Magnesio,735,1022.75,287.75,05/28/2024,"SiderúrgicaUY"
CU-1720,"Plancha Zinc 40cm",Aluminio,511,757.6,246.6,10/11/2024,"MetalCorp Internacional"
AL-1721,"Tubo Titanio 40mm",Bronce,988,1420.45,432.45,2024-03-17,"Industrias del Plata"
BR-1722,"Chapa Plomo 37mm",Acero Inoxidable,444,568.54,124.54,28/09/2024,"Fundición Oriental"
AC-1723,"Varilla Hierro™ 40mm",Titanio,,648.88,154.88,11-01-24,"Industrias del Plata"
AC-1724,"Alambre Acero Inoxidable 3mm",Bronce,537,701.16,164.16,08/14/2024,"Aleaciones del Sur"
AC-1725,"Plancha Titanio 8cm",Plomo,240,323.82,83.82,09/08/2024,"Metalúrgica Central"
AL-1726,"Chapa Acero Inoxidable 18cm",Níquel,156,222.41,66.41,08/03/2024,"Fundición Oriental"
CU-1727,"Bobina Hierro 35cm",Cobre,873,1115.42,242.42,05/22/2024,"Aceros del Río"
BR-1728,"Alambre Magnesio 30mm",Níquel,525,769,244%,21/11/2024,"Aleaciones del Sur"
AC-1729,"Barra Plomo 39mm",Plomo,361,404.22,43.22,20-04-24,"Aceros del Río"
CU-1730,"Plancha Acero Inoxidable™ 47mm",Cobre,491,575.03,84.03,2024-06-28,"Fundición Oriental"
AL-1731,"Flejes Aluminio™ 4mm",Plomo,495,613.36,118.36,2024-10-13,"Aleaciones del Sur"
AC-1732,"Bobina Magnesio 40mm",Titanio,155,186.39,31.39,2024-01-05,"Aceros del Río"
CU-1733,"Perfil Magnesio 41mm",Bronce,205,230.99,25.99,01-12-24,"MetalSur S.A."
AC-1734,"Tubo Níquel 2mm",Acero Inoxidable,408,599.5,191.5,01/06/2024,"Aleaciones del Sur"
BR-1735,"Barra Cobre 38cm",Zinc,53,70.95,17.95,2024-07-28,"Industrias del Plata"
AL-1736,"Barra Hierro 29cm",Aluminio,312,451.24,139.24,21-07-24,"Metalúrgica Central"
MT-1737,"Alambre Aluminio 32mm",Bronce,725,1086.19,361.19,06/01/2024,"SiderúrgicaUY"
AL-1738,"Flejes Magnesio 49cm",Zinc,75,95.2,20.2,15/06/2024,"SiderúrgicaUY"
AL-1739,"Varilla Aluminio 20cm",Acero Inoxidable,612,804.57,192.57,19/04/2024,"Industrias del Plata"
AC-1740,"Flejes Hierro(6061) 42cm",Bronce,895,1197.78,302.78,2024-02-17,"MetalSur S.A."
AL-1741,"Caño Magnesio 45mm",Aluminio,429,534.63,105.63,07/26/2024,"Aceros del Río"
AC-1742,"Alambre Magnesio 44mm",Cobre,1009,1187.82,178.82,2024-05-15,"MetalSur S.A."
MT-1743,"Alambre Cobre 40cm",Titanio,390,442.89,52.89,2024-10-02,"Metalúrgica Central"
AL-1744,"Flejes Níquel 36cm",Zinc,652,931.23,279.23,2024-11-16,"Aceros del Río"
AL-1745,"Tubo Bronce 47cm",Magnesio,876,1128.89,252.89,05/19/2024,"Metalúrgica Central"
AC-1746,"Tubo Zinc 49mm",Plomo,810,1144.05,334.05,10/18/2024,"Industrias del Plata"
BR-1747,"Chapa Cobre 32mm",Acero Inoxidable,147,166.98,19.98,06/08/2024,"Aceros del Río"
CU-1748,"Varilla Titanio™ 44mm",Titanio,596,806.52,210.52,04/27/2024,"Fundición Oriental"
CU-1749,"Bobina Acero Inoxidable(6061) 2mm",Hierro,766,898.83,132.83,27/05/2024,"SiderúrgicaUY"
AC-1750,"Perfil Cobre 12cm",Cobre,342,457.91,115.91%,10-11-24,"SiderúrgicaUY"
MT-1751,"Perfil Titanio&Zinc 7cm",Plomo,87,98.76,11.76,04/11/2024,"MetalCorp Internacional"
MT-1752,"Caño Plomo 47cm",Níquel,424,513.32,89.32,02-05-24,"Industrias del Plata"
CU-1753,"Perfil Magnesio 22mm",Titanio,412,550.64,138.64,02/03/2024,"Aceros del Río"
BR-1754,"Varilla Níquel 40cm",Acero Inoxidable,667,822.04,155.04,06-11-24,"Metalúrgica Central"
BR-1755,"  Barra Plomo(6061) 33mm  ",Hierro,963,1192.85,229.85,06-06-24,"Aceros del Río"
AL-1756,"Barra Acero Inoxidable 12cm",Cobre,730,895.9,165.9,06/02/2024,"Metalúrgica Central"
AC-1757,"Chapa Aluminio 4mm",Níquel,1019,1232.2,213.2,2024-07-11,"Aceros del Río"
AC-1758,"Barra Zinc 45mm",Cobre,263,302.92,39.92,11/10/2024,"Aceros del Río"
CU-1759,"Plancha Titanio 8cm",Hierro,329,481.36,152.36,04/08/2024,"Fundición Oriental"
AC-1760,"Perfil Zinc 8cm",Plomo,796,1110.46,314.46,2024-06-16,"MetalSur S.A."
AL-1761,"Tubo Titanio 31cm",Cobre,220,285.68,65.68,05-07-24,"Aceros del Río"
MT-1762,"Plancha Magnesio 16mm",Hierro,914,1302.13,388.13,07/18/2024,"Aleaciones del Sur"
AC-1763,"Bobina Cobre#304 1mm",Hierro,808,963.75$,155.75,06/18/2024,"MetalSur S.A."
AC-1764,"Bobina Plomo 16cm",Magnesio,962,1186.15,224.15,05/11/2024,"Metalúrgica Central"
MT-1765,"Bobina Acero Inoxidable#304 16mm",Titanio,348,405.94,57.94,2024-03-12,"SiderúrgicaUY"
MT-1766,"Barra Aluminio 37mm",Cobre,373,530.34,157.34,2024-09-08,"Aleaciones del Sur"
AL-1767,"  Caño Plomo 21mm  ",Aluminio,105,118.85,13.85,09-09-24,"MetalCorp Internacional"
MT-1768,"Plancha Cobre 12cm",Aluminio,153,209.81,56.81,07/27/2024,"Aceros del Río"
AC-1769,"Plancha Titanio 22mm",Cobre,793,880.58,87.58,2024-07-11,"MetalCorp Internacional"
AC-1770,"Alambre Hierro 23mm",Zinc,148,221.99$,73.99%,11-07-24,"Industrias del Plata"
BR-1771,"Perfil Bronce#304 38mm",Plomo,281,396.27$,115.27,17/06/2024,"MetalSur S.A."
AL-1772,"Tubo Magnesio 43mm",Magnesio,229,275.67,46.67,27-11-24,"Aleaciones del Sur"
MT-1773,"Alambre Bronce&Zinc 21mm",Acero Inoxidable,981,1461.66,480.66,25/04/2024,"MetalSur S.A."
MT-1774,"Flejes Cobre 20cm",Cobre,116,134.9,18.9,11/26/2024,"Aceros del Río"
CU-1775,"Perfil Acero Inoxidable 23cm",Níquel,414,590.29,176.29,2024-09-27,"MetalCorp Internacional"
CU-1776,"Caño Magnesio 38mm",Hierro,845,1033.43,188.43,03-09-24,"Aceros del Río"
BR-1777,"Bobina Plomo® 13mm",Magnesio,513,760.5,247.5,01/09/2024,"Industrias del Plata"
AL-1778,"  Flejes Níquel 35mm  ",Cobre,134,186.31,52.31,11/17/2024,"Aceros del Río"
AC-1779,"Alambre Aluminio 13mm",Plomo,310,424.63,114.63,2024-02-22,"Industrias del Plata"
AL-1780,"Plancha Plomo 9mm",Zinc,275,351.86,76.86%,14/10/2024,"MetalSur S.A."
AC-1781,"  Chapa Aluminio 39mm  ",Hierro,94,125.32,31.32,2024-10-28,"SiderúrgicaUY"
AC-1782,"Varilla Magnesio 38cm",Hierro,453,584.46,131.46,12/11/2024,"Metalúrgica Central"
AL-1783,"Alambre Níquel® 23mm",Aluminio,91,126.18,35.18,2024-10-24,"Industrias del Plata"
CU-1784,"Barra Aluminio 26mm",Níquel,410,502.88$,92.88,11/10/2024,"Metalúrgica Central"
AL-1785,"Chapa Hierro 26mm",Titanio,,986.95,286.95,28/08/2024,"Metalúrgica Central"
CU-1786,"Barra Cobre 34mm",Hierro,685,1005.96,320.96,07/04/2024,"MetalCorp Internacional"
AC-1787,"  Tubo Bronce® 2mm  ",Hierro,517,571.17,54.17,08/09/2024,"Metalúrgica Central"
AC-1788,"Perfil Titanio™ 5mm",Bronce,186,257.37,71.37,05/05/2024,"SiderúrgicaUY"
AL-1789,"  Barra Titanio 48cm  ",Acero Inoxidable,662,954.87,292.87,2024-10-05,"MetalSur S.A."
CU-1790,"Alambre Bronce 44cm",Bronce,178,198.15,20.15,2024-10-07,"Industrias del Plata"
BR-1791,"Perfil Zinc 3cm",Níquel,753,837.93,84.93%,2024-02-09,"Metalúrgica Central"
